names on page 1,links on page 1,descriptions on page 1
"
Ноутбук Lenovo Ideapad L3-15ADA05 AMD Ryzen 3 3250U 8GB DDR 256GB SSD AMD Radeon Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-displey-retina-s-tekhnologiey-true-tone-early-2020-mwtj2-seryy-kosmos,        Тип: ноутбук; Процессор:AMD Ryzen 3 3250U; Разрешение экрана: 1366х768 HD; Графический контроллер: AMD Radeon Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.9 кг            
"
Ноутбук Dell Inspiron 3501 Intel Core i3-1005G1 12GB DDR4 1000GB HDD + 512GB SSD FHD Black
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-256gb-ssd-nvidia-mx110-dos-silver,"        Операционная система DOS/Linux; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 12 Гб; накопитель HDD 1000 Гб + SSD 512 Гб; DVDRW нет; вес...            "
"
Ноутбук Apple MacBook Air 13 дисплей Retina с технологией True Tone Early 2020 (MWTK2) серебристый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-256gb-ssd-nvidia-mx110-dos-silver,"        процессор: Intel Core i3 1000NG4 (1100 МГц), объем оперативной памяти: 8 ГБ, накопитель: 256 ГБ, встроенная видеокарта: Intel Iris Plus Graphics, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора:...            "
"
Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 4GB DDR4 500GB HDD + 128GB SSD NVIDIA MX110 DOS Silver
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i5-10210u-8gb-ddr-512gb-ssd-intel-hd-graphics-620-hd-serebristyy,"        Операционная система DOS; 2х-ядерный процессор 2.3 Ггц; дискретная графика; экран 15.6"" TN HD; объем оперативной памяти 4 Гб; физическая память HDD 500 Гб + SSD 128 Гб; вес от 1.85...            "
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 4GB 120GB SSD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i5-10210u-8gb-ddr-512gb-ssd-intel-hd-graphics-620-hd-serebristyy,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 120 Gb; Вес: от 1,8 кг            "
"
Ноутбук Lenovo Ideapad L3-15ADA05 AMD Ryzen 3 3250U 8GB DDR 512GB SSD AMD Radeon Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15ada05-amd-ryzen-3-3250u-8gb-ddr-256gb-ssd-amd-radeon-graphics-hd-chernyy,        Тип: ноутбук; Процессор:AMD Ryzen 3 3250U; Разрешение экрана: 1366х768 HD; Графический контроллер: AMD Radeon Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 512 Gb; Вес: от 1.9 кг            
"
Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i7-10510U 20GB DDR4 1000GB HDD + 128GB SSD Nvidia Geforce MX330 2GB HD серый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15ada05-amd-ryzen-3-3250u-8gb-ddr-256gb-ssd-amd-radeon-graphics-hd-chernyy,        Тип: ноутбук; Процессор: Intel Core i7-10510U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia Geforce MX330; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 128 Gb;  Объем накопителя HDD: 1000 Gb; Вес: от 2.2 кг            
"
Ноутбук Dell Inspiron 3501 Intel Core i3-1005G1 16GB DDR4 1000GB HDD + 512GB SSD FHD Black
",https://www.kivano.kg/product/view/noutbuk-dell-inspiron-3501-intel-core-i3-1005g1-12gb-ddr4-1000gb-hdd-512gb-ssd-fhd-black,"        Операционная система DOS/Linux; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 16 Гб; накопитель HDD 1000 Гб + SSD 512 Гб; DVDRW нет; вес...            "
"
Ноутбук Apple MacBook Air 13 дисплей Retina с технологией True Tone Early 2020 (MVH22) серый космос
",https://www.kivano.kg/product/view/noutbuk-dell-inspiron-3501-intel-core-i3-1005g1-12gb-ddr4-1000gb-hdd-512gb-ssd-fhd-black,"        процессор: Intel Core i5 1030NG7 (1100 МГц), объем оперативной памяти: 8 ГБ, накопитель: 512 ГБ, встроенная видеокарта: Intel Iris Plus Graphics, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора:...            "
"
Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 500GB HDD + 128GB SSD NVIDIA MX110 DOS Silver
",https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-displey-retina-s-tekhnologiey-true-tone-early-2020-mwtk2-serebristyy,"        Операционная система DOS; 2х-ядерный процессор 2.3 Ггц; дискретная графика; экран 15.6"" TN HD; объем оперативной памяти 8 Гб; физическая память HDD 500 Гб + SSD 128 Гб; вес от 1.85...            "
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 4GB 1000GB HDD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-displey-retina-s-tekhnologiey-true-tone-early-2020-mwtk2-serebristyy,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя HDD: 1000 Gb; Вес: от 1,8 кг            "
"
Ноутбук Lenovo Ideapad S340-15API AMD Ryzen 3-3200U 4GB DDR 128GB SSD AMD Radeon Graphics FHD серый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-4gb-ddr4-500gb-hdd-128gb-ssd-nvidia-mx110-dos-silver,        Тип: ноутбук; Процессор: AMD Ryzen 3-3200U; Разрешение экрана: 1920x1080 Full HD;Графический контроллер: AMD Radeon Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.8 кг            
"
Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i7-10510U 20GB DDR4 1000GB HDD + 256GB SSD Nvidia Geforce MX330 2GB HD серый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-4gb-ddr4-500gb-hdd-128gb-ssd-nvidia-mx110-dos-silver,        Тип: ноутбук; Процессор: Intel Core i7-10510U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia Geforce MX330; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 256 Gb;  Объем накопителя HDD: 1000 Gb; Вес: от 2.2 кг            
"
Ноутбук Apple MacBook Pro 13 (Late 2020) Apple M1 16/256GB серебристый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-4gb-120gb-ssd-intel-hd-graphics-hd-chernyy,"        процессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 256 ГБ, встроенная видеокарта: Apple graphics 8-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 20 ч, операционная система:...            "
"
Ноутбук Apple MacBook Air 13 дисплей Retina с технологией True Tone Early 2020 (MVH52) золотой
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-4gb-120gb-ssd-intel-hd-graphics-hd-chernyy,"        процессор: Intel Core i5 1030NG7 (1100 МГц), объем оперативной памяти: 8 ГБ, накопитель: 512 ГБ, встроенная видеокарта: Intel Iris Plus Graphics, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора:...            "
names on page 28,links on page 28,descriptions on page 28
"
Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 500GB HDD + 256GB SSD NVIDIA MX110 DOS Silver
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-500gb-hdd-256gb-ssd-nvidia-mx110-dos-silver,"        Операционная система DOS; 2х-ядерный процессор 2.3 Ггц; дискретная графика; экран 15.6"" TN HD; объем оперативной памяти 8 Гб; физическая память HDD 500 Гб + SSD 256 Гб; вес от 1.85...            "
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 4GB 240GB SSD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-500gb-hdd-256gb-ssd-nvidia-mx110-dos-silver,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 240 Gb; Вес: от 1,8 кг            "
"
Ноутбук Lenovo Ideapad S340-15API AMD Ryzen 3-3200U 4GB DDR 256GB SSD AMD Radeon Graphics FHD серый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-4gb-240gb-ssd-intel-hd-graphics-hd-chernyy,        Тип: ноутбук; Процессор: AMD Ryzen 3-3200U; Разрешение экрана: 1920x1080 Full HD;Графический контроллер: AMD Radeon Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.8 кг            
"
Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i7-10510U 20GB DDR4 1000GB HDD + 512GB SSD Nvidia Geforce MX330 2GB HD серый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-4gb-240gb-ssd-intel-hd-graphics-hd-chernyy,        Тип: ноутбук; Процессор: Intel Core i7-10510U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia Geforce MX330; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 512 Gb;  Объем накопителя HDD: 1000 Gb; Вес: от 2.2 кг            
"
Ноутбук Apple MacBook Pro 13 (Late 2020) Apple M1 16/256GB серый космос
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s340-15api-amd-ryzen-3-3200u-4gb-ddr-256gb-ssd-amd-radeon-graphics-fhd-seryy,"        процессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 256 ГБ, встроенная видеокарта: Apple graphics 8-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 20 ч, операционная система:...            "
"
Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX110 DOS Silver
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s340-15api-amd-ryzen-3-3200u-4gb-ddr-256gb-ssd-amd-radeon-graphics-fhd-seryy,"        Операционная система DOS; 2х-ядерный процессор 2.3 Ггц; дискретная графика; экран 15.6"" TN HD; объем оперативной памяти 8 Гб; физическая память HDD 1000 Гб + SSD 128 Гб; вес от 1.85...            "
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 4GB 500GB HDD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i7-10510u-20gb-ddr4-1000gb-hdd-512gb-ssd-nvidia-geforce-mx330-2gb-hd-seryy,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя HDD: 500 Gb; Вес: от 1,8 кг            "
"
Ноутбук Lenovo Ideapad S340-15API AMD Ryzen 3-3200U 8GB DDR 128GB SSD AMD Radeon Graphics FHD серый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i7-10510u-20gb-ddr4-1000gb-hdd-512gb-ssd-nvidia-geforce-mx330-2gb-hd-seryy,        Тип: ноутбук; Процессор: AMD Ryzen 3-3200U; Разрешение экрана: 1920x1080 Full HD;Графический контроллер: AMD Radeon Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.8 кг            
"
Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i7-10510U 36GB DDR4 1000GB HDD + 512GB SSD Nvidia Geforce MX330 2GB HD серый
",https://www.kivano.kg/product/view/noutbuk-apple-macbook-pro-13-late-2020-apple-m1-16-256gb-seryy-kosmos,        Тип: ноутбук; Процессор: Intel Core i7-10510U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia Geforce MX330; Объем оперативной памяти: 36 Gb DDR; Объем накопителя SSD: 512 Gb;  Объем накопителя HDD: 1000 Gb; Вес: от 2.2 кг            
"
Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB серый космос
",https://www.kivano.kg/product/view/noutbuk-apple-macbook-pro-13-late-2020-apple-m1-16-256gb-seryy-kosmos,"        процессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 512 ГБ, встроенная видеокарта: Apple graphics 7-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 18 ч, операционная система:...            "
"
Ноутбук Lenovo Ideapad S145-15IWL Intel Core i3-7020U 8GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX110 DOS Silver
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-1000gb-hdd-128gb-ssd-nvidia-mx110-dos-silver,"        Операционная система DOS; 2х-ядерный процессор 2.3 Ггц; дискретная графика; экран 15.6"" TN HD; объем оперативной памяти 8 Гб; физическая память HDD 1000 Гб + SSD 256 Гб; вес от 1.85...            "
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 120GB SSD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15iwl-intel-core-i3-7020u-8gb-ddr4-1000gb-hdd-128gb-ssd-nvidia-mx110-dos-silver,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 120 Gb; Вес: от 1,8 кг            "
"
Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB серебристый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-4gb-500gb-hdd-intel-hd-graphics-hd-chernyy,"        процессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 512 ГБ, встроенная видеокарта: Apple graphics 7-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 18 ч, операционная система:...            "
"
Ноутбук Lenovo Ideapad S145-15AST A6-9225 4GB DDR4 240GB SSD AMD Radeon R7 M445 2GB HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-4gb-500gb-hdd-intel-hd-graphics-hd-chernyy,        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя SSD: 240 Gb; Вес: от 1.85 кг            
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 1000GB HDD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s340-15api-amd-ryzen-3-3200u-8gb-ddr-128gb-ssd-amd-radeon-graphics-fhd-seryy,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя HDD: 1000 Gb; Вес: от 1,8 кг            "
"
Ноутбук Apple MacBook Air 13 (Late 2020) Apple M1 16/512GB розовое золото
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s340-15api-amd-ryzen-3-3200u-8gb-ddr-128gb-ssd-amd-radeon-graphics-fhd-seryy,"        процессор: Apple M1, объем оперативной памяти: 16 ГБ, накопитель: SSD 512 ГБ, встроенная видеокарта: Apple graphics 7-core, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 18 ч, операционная система:...            "
"
Ноутбук Lenovo Ideapad S145-15AST A6-9225 8GB DDR4 240GB SSD AMD Radeon R7 M445 2GB HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i7-10510u-36gb-ddr4-1000gb-hdd-512gb-ssd-nvidia-geforce-mx330-2gb-hd-seryy,        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 240 Gb; Вес: от 1.85 кг            
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 240GB SSD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i7-10510u-36gb-ddr4-1000gb-hdd-512gb-ssd-nvidia-geforce-mx330-2gb-hd-seryy,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 240 Gb; Вес: от 1,8 кг            "
"
Ноутбук Foxcon Intel Core i5-5257U 8GB DDR3L 120GB SSD FHD серебристый
",https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-late-2020-apple-m1-16-512gb-seryy-kosmos,"        Операционная система DOS; 2х-ядерный процессор 2.7 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 120 Гб; DVDRW нет            "
"
Ноутбук Lenovo Ideapad L3-15ADA05 AMD Ryzen 5-3500U 4GB DDR 128GB SSD Radeon Vega 8 Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-apple-macbook-air-13-late-2020-apple-m1-16-512gb-seryy-kosmos,        Тип: ноутбук; Процессор: AMD Ryzen 5-3500U; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon Vega 8 Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.9 кг            
names on page 29,links on page 29,descriptions on page 29
"
Ноутбук Dell Inspiron 15 3593 Intel Core i7-1065G7 8GB DDR 512GB SSD Nvidia GeForce MX230 2GB FHD черный
",https://www.kivano.kg/product/view/noutbuk-dell-inspiron-15-3593-intel-core-i7-1065g7-8gb-ddr-512gb-ssd-nvidia-geforce-mx230-2gb-fhd-chernyy,"        Операционная система DOS; 4х-ядерный процессор 1.3 ГГц; видеоадаптер дискретный; экран 15.6"" TN 1920х1080; объем оперативной памяти 8 Гб; накопитель SSD 512 Гб; вес от 2.2 кг            "
"
Ноутбук Lenovo Ideapad L340-15IWL Intel 4205U 8GB 500GB HDD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-dell-inspiron-15-3593-intel-core-i7-1065g7-8gb-ddr-512gb-ssd-nvidia-geforce-mx230-2gb-fhd-chernyy,"        Тип: ноутбук; Процессор: Intel Celeron 4205U; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя HDD: 500 Gb; Вес: от 1,8 кг            "
"
Ноутбук Foxcon Intel Core i5-5257U 8GB DDR3L 256GB SSD FHD серебристый
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-8gb-500gb-hdd-intel-hd-graphics-hd-chernyy,"        Операционная система DOS; 2х-ядерный процессор 2.7 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 256 Гб; DVDRW нет            "
"
Ноутбук Lenovo Ideapad L3-15ADA05 AMD Ryzen 5-3500U 4GB DDR 256GB SSD Radeon Vega 8 Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15iwl-intel-4205u-8gb-500gb-hdd-intel-hd-graphics-hd-chernyy,        Тип: ноутбук; Процессор: AMD Ryzen 5-3500U; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon Vega 8 Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.9 кг            
"
Ноутбук Lenovo Ideapad S145-15IGM Intel Celeron N4100 4GB DDR 120GB SSD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-foxcon-intel-core-i5-5257u-8gb-ddr3l-256gb-ssd-fhd-serebristyy,        Тип: ноутбук; Процессор: Intel Celeron N4100; Разрешение экрана: 1366х768 HD; Графический контроллер: Intel UHD 600; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя SSD: 120 Gb; Вес: от 1.85 кг            
"
Ноутбук Foxcon Intel Core i5-5257U 8GB DDR3L 512GB SSD FHD серебристый
",https://www.kivano.kg/product/view/noutbuk-foxcon-intel-core-i5-5257u-8gb-ddr3l-256gb-ssd-fhd-serebristyy,"        Операционная система DOS; 2х-ядерный процессор 2.7 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 512 Гб; DVDRW нет            "
"
Ноутбук Lenovo Ideapad L3-15ADA05 AMD Ryzen 5-3500U 8GB DDR 128GB SSD Radeon Vega 8 Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15ada05-amd-ryzen-5-3500u-4gb-ddr-256gb-ssd-radeon-vega-8-graphics-hd-chernyy,        Тип: ноутбук; Процессор: AMD Ryzen 5-3500U; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon Vega 8 Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.9 кг            
"
Ноутбук Lenovo Ideapad S145-15IGM Intel Celeron N4100 4GB DDR 240GB SSD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15ada05-amd-ryzen-5-3500u-4gb-ddr-256gb-ssd-radeon-vega-8-graphics-hd-chernyy,        Тип: ноутбук; Процессор: Intel Celeron N4100; Разрешение экрана: 1366х768 HD; Графический контроллер: Intel UHD 600; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя SSD: 240 Gb; Вес: от 1.85 кг            
"
Ноутбук Lenovo Ideapad L3-15ADA05 AMD Ryzen 5-3500U 8GB DDR 256GB SSD Radeon Vega 8 Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15igm-intel-celeron-n4100-4gb-ddr-120gb-ssd-intel-hd-graphics-hd-chernyy,        Тип: ноутбук; Процессор: AMD Ryzen 5-3500U; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon Vega 8 Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.9 кг            
"
Ноутбук Apple MacBook Pro 13 дисплей Retina с технологией True Tone Mid 2020 (MWP52) серый космос
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15igm-intel-celeron-n4100-4gb-ddr-120gb-ssd-intel-hd-graphics-hd-chernyy,"        процессор: Intel Core i5-1038NG7 (2000 МГц), объем оперативной памяти: 16 ГБ, накопитель: SSD 1024 ГБ, видеокарта: Intel Iris Plus Graphics, экран: 13.3"" (2560x1600), IPS матрица, время работы от аккумулятора: 10...            "
"
Ноутбук Lenovo Ideapad S145-15IGM Intel Celeron N4100 4GB DDR 1000GB HDD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-foxcon-intel-core-i5-5257u-8gb-ddr3l-512gb-ssd-fhd-serebristyy,        Тип: ноутбук; Процессор: Intel Celeron N4100; Разрешение экрана: 1366х768 HD; Графический контроллер: Intel UHD 600; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя HDD : 1000 Gb; Вес: от 1.85 кг            
"
Ноутбук Lenovo Ideapad L3-15ADA05 AMD Ryzen 5-3500U 8GB DDR 512GB SSD Radeon Vega 8 Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-foxcon-intel-core-i5-5257u-8gb-ddr3l-512gb-ssd-fhd-serebristyy,        Тип: ноутбук; Процессор: AMD Ryzen 5-3500U; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon Vega 8 Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 512 Gb; Вес: от 1.9 кг            
"
Ноутбук Lenovo Ideapad S145-15IGM Intel Celeron N4100 4GB DDR 500GB HDD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15ada05-amd-ryzen-5-3500u-8gb-ddr-128gb-ssd-radeon-vega-8-graphics-hd-chernyy,        Тип: ноутбук; Процессор: Intel Celeron N4100; Разрешение экрана: 1366х768 HD; Графический контроллер: Intel UHD 600; Объем оперативной памяти: 4 Gb DDR4; Объем накопителя HDD : 500  Gb; Вес: от 1.85 кг            
"
Ноутбук Lenovo Ideapad S145-15IGM Intel Celeron N4100 8GB DDR 120GB SSD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15ada05-amd-ryzen-5-3500u-8gb-ddr-128gb-ssd-radeon-vega-8-graphics-hd-chernyy,        Тип: ноутбук; Процессор: Intel Celeron N4100; Разрешение экрана: 1366х768 HD; Графический контроллер: Intel UHD 600; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 120 Gb; Вес: от 1.85 кг            
"
Ноутбук Lenovo Ideapad S145-15IGM Intel Celeron N4100 8GB DDR 1000GB HDD Intel HD Graphics HD черный
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15igm-intel-celeron-n4100-4gb-ddr-240gb-ssd-intel-hd-graphics-hd-chernyy,        Тип: ноутбук; Процессор: Intel Celeron N4100; Разрешение экрана: 1366х768 HD; Графический контроллер: Intel UHD 600; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя HDD : 1000 Gb; Вес: от 1.85 кг            
"
Ноутбук Lenovo Ideapad S340-15IIL Intel Core i3-1005G1 4GB DDR 128GB SSD Intel HD Graphics 620 FHD синий
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-s145-15igm-intel-celeron-n4100-4gb-ddr-240gb-ssd-intel-hd-graphics-hd-chernyy,        Тип: ноутбук; Процессор: Intel Core i3-1005G1; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 4 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.8 кг            
"
Ноутбук Lenovo Legion Y540 Intel Core i5-9300H 16GB DDR4 512GB SSD NVIDIA GTX1660Ti FHD DOS черный + Наушники Аsus TUF Gaming H3
",https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15ada05-amd-ryzen-5-3500u-8gb-ddr-256gb-ssd-radeon-vega-8-graphics-hd-chernyy,"        Операционная система DOS; 4х-ядерный процессор 2.4 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" IPS 1920x1080; объем оперативной памяти 16 Гб; накопитель SSD 512 Гб; DVDRW нет; вес от 2.3 кг            "
